X	Y	Z	Vp	Vs
77	25	99	2.177098	1.319878
127	85	167	3.145374	1.539312
107	171	153	3.305048	1.676952
77	111	114	2.145802	1.266832
113	5	161	2.182527	1.354775
53	125	193	2.156984	1.311987
143	65	15	3.158145	1.550321
33	45	183	3.169329	1.559961
63	45	153	3.060051	1.465764
107	131	156	3.209832	1.594875
143	51	24	2.149114	1.298694
83	65	117	2.168941	1.306547
93	5	165	2.151814	1.277561
83	65	193	2.90883	1.335411
107	131	106	3.152935	1.54583
83	45	134	3.096784	1.497427
53	5	80	3.055044	1.461448
67	71	198	2.813274	1.253042
73	91	150	3.014492	1.426492
67	71	87	2.168765	1.306226
87	85	159	2.756252	1.203889
93	5	122	3.374878	1.737145
57	25	146	2.900427	1.328168
93	125	101	2.221975	1.419745
103	45	110	3.060972	1.466558
133	125	189	2.86353	1.296362
103	45	121	3.146247	1.540065
63	45	147	2.173013	1.339319
103	65	180	2.964594	1.38348
93	105	113	2.11939	1.246194
103	45	175	3.121813	1.519002
143	71	12	2.206755	1.394652
73	5	156	3.250715	1.630116
97	25	130	2.182644	1.35498
57	25	180	3.104865	1.504394
93	125	103	2.171242	1.336101
97	25	111	3.260614	1.638649
77	111	181	2.71338	1.166933
83	65	176	3.038474	1.447165
93	105	162	2.84073	1.27671
123	45	96	2.158843	1.289444
87	85	127	2.971708	1.389613
107	111	109	2.147918	1.270462
53	5	189	2.141164	1.285169
33	45	182	3.056608	1.462796
93	5	133	3.137346	1.532392
93	5	141	3.0152	1.427103
93	105	156	2.88716	1.316732
107	171	99	2.162775	1.296042
107	131	194	3.053702	1.460291
7	191	23	2.148008	1.296731
107	111	158	2.957492	1.377358
123	45	157	2.973133	1.39084
127	85	181	3.211339	1.596175
83	45	90	3.248433	1.62815
67	71	185	2.137914	1.279254
77	25	187	2.168853	1.306386
83	65	157	3.03052	1.440308
97	25	137	2.171666	1.336859
127	165	144	2.910933	1.337225
77	25	124	3.161869	1.553531
103	65	148	2.172397	1.338184
77	111	172	3.000291	1.414251
143	51	25	2.182527	1.354775
93	105	95	3.014658	1.426635
103	45	185	3.123289	1.520275
87	85	190	2.875327	1.306532
53	125	8	2.187756	1.363634
107	191	17	3.247673	1.627494
133	125	124	2.957492	1.377358
107	111	114	2.700083	1.155472
103	45	89	2.168853	1.306386
93	125	167	2.189779	1.366779
57	25	136	2.89833	1.32636
77	111	152	3.156344	1.548769
63	45	129	3.060767	1.466381
73	91	89	2.182644	1.35498
97	25	143	2.165345	1.300264
73	5	189	3.288909	1.663039
133	125	162	3.237803	1.618986
67	71	80	3.067215	1.471939
107	85	182	3.22115	1.604631
83	165	165	2.188775	1.365208
133	125	97	3.192534	1.579965
7	31	0	3.114436	1.512644
127	85	113	2.932029	1.355409
113	5	12	3.42282	1.77847
83	45	128	3.221906	1.605283
103	45	196	3.303509	1.675625
7	75	3	3.094582	1.49553
93	105	197	2.88298	1.313128
107	191	16	3.094582	1.49553
123	45	182	3.088718	1.490475
133	125	21	3.064613	1.469696
123	45	145	3.11886	1.516458
43	85	102	3.356931	1.721674
107	171	197	2.958912	1.378582
133	125	178	2.785335	1.228958
73	91	135	2.184714	1.358663
93	5	100	3.221906	1.605283
133	125	128	3.152192	1.545189
53	5	149	2.816696	1.255992
107	85	172	3.188783	1.576731
63	45	144	2.235072	1.441551
83	65	118	3.111907	1.510464
107	85	174	3.291979	1.665686
33	45	133	2.149745	1.299837
127	165	181	3.148475	1.541986
83	165	169	2.215816	1.410022
33	45	173	3.098252	1.498693
37	165	24	2.170815	1.335342
103	65	103	2.886463	1.316131
63	45	110	3.303509	1.675625
53	5	186	2.161649	1.320265
87	85	160	2.752885	1.200986
83	45	197	3.249194	1.628805
103	45	103	2.895534	1.323951
83	65	121	3.214356	1.598775
93	125	99	3.130063	1.526114
93	125	131	2.214765	1.408436
27	5	127	3.025467	1.435952
127	165	199	3.063156	1.468441
83	65	143	3.216619	1.600726
103	45	192	3.264427	1.641936
27	95	5	2.191046	1.368795
17	115	25	2.183692	1.356824
123	45	103	2.935556	1.358449
83	65	194	2.915846	1.341459
83	45	190	2.156774	1.311633
83	65	88	3.248433	1.62815
77	25	120	3.205313	1.59098
33	45	181	3.096784	1.497427
97	25	90	3.360047	1.72436
127	165	177	2.135126	1.274512
63	45	96	3.342157	1.70894
7	75	17	2.138261	1.279863
73	91	155	2.171393	1.310602
123	45	86	2.155693	1.283907
83	165	118	2.173071	1.31324
123	45	190	3.029076	1.439063
83	165	163	2.182644	1.35498
97	25	105	3.333626	1.701586
93	125	162	2.144508	1.290806
107	111	95	3.322792	1.692247
103	65	116	2.820805	1.259534
43	85	164	3.276651	1.652473
133	125	173	3.167836	1.558674
103	45	162	3.35226	1.717648
107	131	91	3.298893	1.671646
77	25	84	2.156656	1.285558
7	165	15	2.953946	1.374301
57	25	98	3.269007	1.645884
93	5	160	2.161854	1.294574
127	85	8	3.26519	1.642594
53	5	193	2.186273	1.36138
83	45	162	3.095994	1.496747
103	65	158	2.88298	1.313128
83	165	190	2.973845	1.391454
67	71	162	2.158433	1.288699
93	5	188	2.192559	1.371253
103	65	127	2.982403	1.398832
67	71	184	2.129753	1.264845
107	131	95	3.322019	1.69158
53	125	91	3.098252	1.498693
73	91	181	2.670342	1.129834
127	85	106	3.220395	1.60398
113	5	19	3.353038	1.718319
77	25	127	3.200047	1.58644
33	45	94	3.194787	1.581906
133	125	127	3.270535	1.647201
63	45	163	2.133425	1.271743
27	5	190	2.973845	1.391454
27	5	12	2.160022	1.317282
67	71	132	2.144788	1.265149
73	91	184	2.658513	1.119638
43	85	4	3.30967	1.680936
53	5	180	3.243874	1.62422
63	45	156	2.190345	1.367676
77	111	115	2.147117	1.269068
77	25	95	2.156483	1.285258
7	31	8	2.184826	1.358868
53	5	163	3.068985	1.473465
93	105	149	2.175597	1.34341
27	5	179	3.063156	1.468441
77	111	153	2.156774	1.311633
87	85	158	2.779907	1.22428
57	25	93	3.341381	1.708271
97	25	186	2.160314	1.31781
113	5	176	3.23932	1.620294
83	165	191	3.060972	1.466558
53	5	109	2.19595	1.350754
67	71	111	2.157712	1.313226
43	85	100	3.272063	1.648518
77	25	108	3.406259	1.764195
33	45	130	2.159006	1.289742
27	151	11	2.184149	1.357642
93	105	87	2.890647	1.319738
77	111	140	2.15853	1.31464
43	85	141	3.205687	1.591302
43	85	146	2.152006	1.277865
143	71	16	3.164852	1.556102
67	71	86	2.158267	1.2884
103	65	135	3.139535	1.534279
127	85	144	3.188033	1.576085
43	85	90	2.162876	1.296204
103	65	178	2.856607	1.290395
77	111	164	2.141638	1.286074
123	45	180	3.023303	1.434087
93	5	127	3.229469	1.611802
97	25	148	2.15973	1.291081
53	125	157	3.002443	1.416106
33	45	147	2.172085	1.337617
27	95	13	3.261376	1.639306
83	165	183	2.649993	1.112294
77	111	111	2.101192	1.210704
77	25	193	2.144617	1.264868
27	5	162	3.155911	1.548396
7	165	20	3.0617	1.467186
107	131	113	2.891345	1.320339
7	75	5	2.171981	1.337427
127	85	170	2.162274	1.321352
93	105	163	2.785335	1.228958
57	25	188	3.261376	1.639306
57	25	110	3.370189	1.733103
73	5	154	2.21905	1.415027
17	115	8	3.180542	1.569627
107	171	123	2.81259	1.252453
107	111	198	2.830411	1.267815
17	115	23	2.174517	1.341744
93	105	126	2.593496	1.063593
103	65	119	2.757599	1.205051
113	5	7	3.304279	1.676288
77	111	160	2.123457	1.253551
103	65	157	2.951111	1.371858
77	25	194	3.118122	1.515822
107	131	153	3.099721	1.499959
83	45	175	2.127483	1.260876
27	5	112	3.283542	1.658413
93	125	166	2.191324	1.369243
127	165	121	3.119598	1.517094
77	111	185	2.715378	1.168656
63	45	188	2.917953	1.343275
103	45	80	3.013784	1.425882
143	71	11	2.17219	1.337806
87	85	118	2.977409	1.394526
127	85	103	3.350704	1.716307
27	95	1	3.218884	1.602678
83	65	188	2.873242	1.304735
33	45	4	3.071903	1.47598
83	65	171	3.070084	1.474412
103	65	131	2.93485	1.357841
107	85	105	3.315069	1.685589
143	15	1	2.230991	1.435255
93	105	121	2.621957	1.088127
67	71	169	2.158184	1.288251
133	125	116	2.111423	1.23118
93	5	177	3.068649	1.473176
107	85	123	2.823547	1.261898
83	45	193	2.123045	1.252767
123	45	179	2.978122	1.395141
113	5	167	2.159432	1.316226
107	85	149	2.246206	1.460765
127	85	93	3.32898	1.697581
143	15	13	2.165592	1.326557
77	25	136	3.070084	1.474412
87	85	125	3.02114	1.432223
27	5	114	3.344487	1.710948
53	5	119	3.443405	1.796215
143	51	0	3.110016	1.508834
77	111	144	2.190907	1.368572
107	171	95	3.210586	1.595525
107	85	186	2.935556	1.358449
77	25	126	3.122551	1.519639
83	165	148	2.916548	1.342064
57	25	190	3.176801	1.566402
73	5	185	3.129942	1.52601
83	45	161	3.256042	1.634708
83	65	94	2.17285	1.312889
83	65	189	2.831098	1.268407
7	31	25	2.187756	1.363634
73	5	95	3.451347	1.803061
7	165	11	2.124065	1.254724
43	85	0	2.187166	1.362733
27	5	181	3.094582	1.49553
127	85	149	3.161124	1.552889
77	111	81	2.998242	1.412485
77	111	133	2.182762	1.355185
107	111	110	2.148312	1.271158
63	45	165	2.153849	1.306831
73	91	169	2.183113	1.3558
93	5	183	2.152495	1.304687
83	45	127	3.161869	1.553531
83	65	172	2.90883	1.335411
123	45	198	3.0617	1.467186
63	45	113	3.121339	1.518594
27	5	88	3.098986	1.499326
107	131	161	2.151575	1.303253
83	45	179	2.146486	1.294104
123	45	173	2.88716	1.316732
33	45	185	3.158889	1.550963
77	25	174	3.095316	1.496162
93	125	95	2.160411	1.317985
87	85	179	2.744144	1.193452
77	111	165	2.161649	1.320265
83	65	124	3.308129	1.679607
133	125	88	3.288909	1.663039
127	165	151	3.155167	1.547754
107	171	164	3.212847	1.597474
73	5	168	3.247673	1.627494
67	71	127	3.098161	1.498615
77	25	146	2.1373	1.278186
103	65	83	3.158889	1.550963
33	45	174	3.067527	1.472208
113	5	10	3.372533	1.735124
57	25	157	3.064613	1.469696
83	65	160	2.941912	1.363928
133	125	8	3.009624	1.422296
103	45	159	3.164852	1.556102
113	5	153	2.199453	1.383239
7	75	9	2.149205	1.298858
83	165	85	3.165874	1.556983
57	25	114	3.369408	1.73243
7	75	2	2.931324	1.354801
63	45	193	2.152766	1.279078
87	85	142	3.021861	1.432844
57	25	141	2.903926	1.331185
107	111	167	2.235072	1.441551
43	85	171	2.970284	1.388385
27	5	22	3.316612	1.68692
133	125	183	2.948279	1.369416
57	25	127	2.975983	1.393297
33	45	166	3.240079	1.620948
63	45	108	3.342934	1.709609
33	45	160	2.186721	1.362057
93	5	175	2.160283	1.29212
103	45	149	2.165233	1.32598
77	25	150	2.156774	1.311633
93	105	117	2.811907	1.251863
83	45	84	3.264427	1.641936
97	25	87	3.275121	1.651154
43	85	1	2.219711	1.416078
107	85	140	3.04077	1.449143
93	105	137	2.168724	1.331726
7	165	17	2.968861	1.387158
53	125	95	3.099721	1.499959
93	125	140	2.163277	1.322898
133	125	0	2.813274	1.253042
127	85	171	2.150101	1.300489
123	45	17	3.112962	1.511373
107	171	116	3.198543	1.585144
107	191	10	3.087985	1.489843
127	85	95	3.295819	1.668996
33	45	198	2.164667	1.29913
63	45	159	2.159531	1.316403
77	25	153	2.18863	1.364983
83	45	110	2.16328	1.296856
83	65	90	3.272827	1.649177
67	71	98	2.155782	1.284057
107	171	159	3.253758	1.632739
57	25	181	3.252236	1.631427
107	111	169	2.221497	1.41896
113	5	177	3.245394	1.625529
33	45	193	3.119886	1.517342
93	105	181	3.137346	1.532392
133	125	125	3.042095	1.450286
43	85	173	2.954655	1.374913
107	85	166	3.242356	1.622911
123	45	174	2.752885	1.200986
53	125	146	3.145374	1.539312
107	131	141	3.079936	1.482905
67	71	82	3.075828	1.479364
77	111	175	2.963883	1.382867
103	45	152	2.253295	1.471882
127	85	131	2.837976	1.274335
43	85	18	2.157815	1.313403
127	85	111	3.017538	1.429117
93	5	119	2.181933	1.353748
143	51	4	2.251736	1.469399
93	105	96	3.030096	1.439943
73	5	126	2.167471	1.329624
83	65	162	2.851768	1.286224
37	165	15	3.060972	1.466558
93	125	110	2.116889	1.241448
7	165	0	2.160604	1.318337
53	125	182	2.157258	1.286607
103	45	188	3.063156	1.468441
27	5	82	3.223417	1.606586
7	191	17	2.165949	1.327133
83	165	107	2.126641	1.259452
27	5	90	3.133642	1.529199
73	5	94	3.432309	1.786651
83	65	154	2.887857	1.317333
7	191	20	2.153289	1.305938
83	65	131	3.145505	1.539425
27	95	11	3.071173	1.475351
67	71	158	2.159006	1.289742
27	5	83	3.165597	1.556745
123	45	15	3.111489	1.510103
133	125	112	3.073673	1.477506
103	65	113	3.048614	1.455905
107	111	152	2.786014	1.229544
27	5	86	2.97527	1.392683
107	85	157	3.083593	1.486057
103	65	160	3.019699	1.43098
127	165	86	2.154617	1.2821
107	85	98	2.187018	1.362508
67	71	131	2.144617	1.264868
133	125	101	3.234771	1.616372
43	85	192	2.148657	1.297877
127	165	128	3.135123	1.530476
73	191	14	2.936262	1.359058
27	95	9	3.151448	1.544548
73	5	137	2.14195	1.286676
107	171	194	2.885069	1.31493
107	191	4	3.047894	1.455285
87	85	104	2.172628	1.312537
127	85	199	2.864223	1.29696
93	125	184	2.956073	1.376135
67	71	113	2.168158	1.330771
143	65	20	2.908129	1.334807
107	131	152	3.062428	1.467813
107	111	94	3.308129	1.679607
53	125	24	3.437061	1.790747
87	85	153	3.022287	1.433211
73	91	92	2.222133	1.420006
123	45	108	3.042819	1.45091
7	31	16	2.144609	1.290971
57	25	166	3.10928	1.508199
83	65	177	3.111489	1.510103
93	125	154	2.777873	1.222527
53	125	118	2.665737	1.125865
27	5	198	2.16368	1.297506
87	85	108	2.153236	1.279835
7	165	7	2.199289	1.382994
143	65	10	2.145999	1.293281
127	85	132	3.117385	1.515186
133	125	143	2.917953	1.343275
93	105	143	2.180846	1.351897
97	25	88	3.3012	1.673635
107	85	188	2.97527	1.392683
103	45	107	2.888554	1.317934
83	65	102	3.223417	1.606586
83	65	106	3.069714	1.474094
53	5	127	2.161957	1.294737
77	111	139	3.124245	1.521099
37	191	8	3.046443	1.454034
97	25	185	2.152609	1.304866
77	111	91	2.242856	1.454589
73	91	91	2.212979	1.405445
87	85	170	2.777196	1.221943
53	125	167	2.918656	1.343881
123	45	20	3.093115	1.494265
143	65	9	2.205419	1.392478
77	111	86	2.167687	1.304298
67	71	148	2.859374	1.292781
93	105	172	2.93344	1.356625
107	171	109	2.121557	1.250016
103	65	86	3.090916	1.49237
53	125	100	2.922171	1.346911
83	65	108	2.901827	1.329375
73	91	164	2.140683	1.284262
103	65	90	3.255281	1.634052
107	171	91	2.947571	1.368806
27	5	152	2.162876	1.296204
127	165	191	2.76232	1.20912
127	165	192	2.718045	1.170955
53	125	136	2.963173	1.382255
63	45	134	2.148008	1.296731
107	131	181	3.148475	1.541986
107	85	150	2.204815	1.39151
83	45	135	3.111489	1.510103
7	191	12	2.155061	1.308791
83	65	179	3.06607	1.470952
127	165	152	3.16709	1.558031
73	91	94	2.200752	1.385192
53	5	168	3.022582	1.433465
93	5	89	3.319701	1.689582
97	25	169	2.135679	1.275433
127	85	172	2.130144	1.265551
133	125	103	3.152935	1.54583
127	85	13	2.198694	1.381894
103	65	142	3.113357	1.511714
113	5	113	2.974558	1.392069
53	125	192	2.133258	1.271449
103	65	82	3.09605	1.496795
33	45	14	3.098252	1.498693
123	45	138	3.192534	1.579965
97	25	166	2.151062	1.302279
73	91	159	2.151239	1.276555
33	45	19	2.153289	1.305938
97	25	153	2.166485	1.302203
93	125	145	2.173695	1.340491
17	115	20	2.154071	1.307188
93	105	151	2.163028	1.322512
107	171	110	2.14481	1.291302
53	5	118	3.385837	1.746592
143	51	6	2.18505	1.359276
93	5	166	2.178499	1.322308
27	5	147	2.175862	1.317789
107	85	112	3.124028	1.520912
27	5	149	2.167044	1.303171
27	5	104	3.360047	1.72436
93	105	118	2.905327	1.332392
83	65	86	3.272827	1.649177
33	45	195	2.149468	1.273239
73	191	21	3.10928	1.508199
63	45	91	3.243115	1.623565
83	65	110	3.149962	1.543267
133	125	168	3.259851	1.637992
27	5	7	2.240762	1.450921
33	45	177	3.250715	1.630116
93	5	182	2.183806	1.357028
93	5	95	2.156245	1.310746
7	31	14	2.181211	1.352515
93	5	85	3.411773	1.768948
107	111	86	3.17381	1.563825
127	85	196	2.626507	1.092049
53	5	111	2.180138	1.325248
93	5	118	2.125369	1.257323
123	45	142	3.209832	1.594875
83	165	126	2.82012	1.258943
107	111	124	2.866302	1.298752
107	111	91	3.278181	1.653792
93	125	170	2.16475	1.325211
107	85	80	3.279632	1.655043
83	165	95	2.189636	1.366555
127	85	99	2.180355	1.351073
127	85	3	2.164871	1.325403
93	5	187	2.170707	1.335152
77	111	92	2.132035	1.269069
83	65	167	3.002443	1.416106
107	171	82	3.265953	1.643251
127	165	187	2.927097	1.351157
73	91	80	3.10539	1.504846
127	165	163	2.16368	1.297506
127	165	168	3.141724	1.536166
63	45	131	2.129437	1.26428
143	51	13	3.029798	1.439686
87	85	156	2.735424	1.185935
27	95	0	3.019699	1.43098
107	171	98	2.184607	1.332222
33	45	7	2.918656	1.343881
83	65	133	3.110752	1.509468
113	5	85	3.148475	1.541986
33	45	164	3.182039	1.570918
83	65	198	2.95182	1.372469
107	85	132	2.970284	1.388385
87	85	133	3.121813	1.519002
67	71	89	2.16328	1.296856
67	71	83	3.085179	1.487424
43	85	158	2.15835	1.28855
53	125	191	2.150012	1.300326
83	45	172	3.046473	1.45406
93	105	127	2.644107	1.10722
53	5	107	2.190025	1.341244
143	51	16	2.175194	1.342786
57	25	131	2.949695	1.370637
123	45	144	3.031965	1.441554
87	85	87	3.324338	1.693579
123	45	187	3.118122	1.515822
77	25	118	3.260614	1.638649
27	5	121	3.182788	1.571563
37	165	10	3.155167	1.547754
27	5	128	3.100455	1.500592
43	85	99	3.230983	1.613107
107	85	152	2.216337	1.410814
27	5	134	2.963883	1.382867
73	91	82	3.157076	1.5494
123	45	135	3.128463	1.524735
83	165	142	2.93838	1.360883
107	85	82	3.232433	1.614357
77	111	129	2.143899	1.289813
83	165	91	2.15571	1.309858
103	65	146	2.165473	1.326365
43	85	86	2.160047	1.291675
113	5	166	2.180478	1.351279
83	45	81	3.18129	1.570272
133	125	179	2.977409	1.394526
93	125	135	2.181573	1.353132
133	125	175	2.875327	1.306532
27	5	119	3.372533	1.735124
127	165	154	3.219639	1.603329
57	25	109	3.293514	1.667009
53	5	172	3.188783	1.576731
77	111	154	2.138174	1.279711
93	5	157	2.176587	1.319008
93	5	184	2.182644	1.35498
57	25	183	3.110016	1.508834
107	111	82	3.266716	1.643909
27	95	22	2.187462	1.363184
143	51	10	2.240267	1.450073
33	45	123	2.163179	1.296693
127	85	12	2.188919	1.365433
123	45	89	2.158184	1.288251
57	25	80	3.087253	1.489212
83	65	89	3.151448	1.544548
7	191	8	3.097518	1.49806
103	45	127	3.098252	1.498693
107	171	131	2.787372	1.230715
37	191	25	3.275121	1.651154
67	71	133	2.160204	1.291972
103	65	173	2.946863	1.368196
83	45	169	2.158433	1.288699
53	5	165	3.192534	1.579965
53	5	101	3.17469	1.564583
107	171	182	3.123289	1.520275
107	171	80	3.323565	1.692913
107	171	119	3.190161	1.577919
53	5	185	2.135587	1.275279
127	165	87	2.173181	1.313415
143	65	24	2.181694	1.353337
93	125	173	2.939086	1.361492
83	45	82	3.058063	1.46405
107	171	195	2.924281	1.34873
93	5	197	3.164852	1.556102
133	125	161	3.158889	1.550963
73	91	123	2.77381	1.219024
57	25	147	3.018978	1.430359
73	91	195	2.757599	1.205051
53	5	137	2.864916	1.297557
133	125	13	2.141164	1.285169
43	85	129	3.096784	1.497427
87	85	116	3.186534	1.574792
63	45	166	2.142344	1.287326
43	85	145	2.157172	1.286457
83	65	181	3.006032	1.4192
97	25	114	3.191784	1.579318
37	165	3	3.259089	1.637335
73	5	143	2.194033	1.373703
73	5	161	3.206819	1.592278
77	111	96	3.07511	1.478744
57	25	172	3.155167	1.547754
107	111	199	2.719379	1.172105
43	85	189	2.124331	1.255245
43	85	189	2.124331	1.255245
27	5	89	3.117385	1.515186
27	151	10	2.190486	1.3679
103	45	124	3.088718	1.490475
33	45	108	2.176381	1.31866
77	25	137	3.070084	1.474412
83	45	173	3.055044	1.461448
67	71	134	2.167868	1.30462
107	171	171	3.183537	1.572209
53	125	186	2.135495	1.275126
83	65	170	3.102497	1.502352
93	105	161	2.778551	1.223111
73	5	129	2.199453	1.383239
43	85	113	3.079936	1.482905
107	131	147	3.173954	1.563949
63	45	154	2.193901	1.373481
97	25	171	2.185272	1.359684
107	85	87	2.203126	1.388842
37	165	16	3.003878	1.417343
133	125	96	3.367847	1.731084
143	15	2	2.16793	1.330389
57	25	189	3.186534	1.574792
127	85	124	2.950403	1.371247
107	131	164	2.157609	1.313049
73	5	144	2.156032	1.310391
77	111	108	2.127148	1.260306
73	191	12	2.115141	1.238054
57	25	174	2.91725	1.34267
103	65	117	2.81259	1.252453
73	91	145	2.169836	1.333631
83	165	122	2.877413	1.30833
67	71	191	2.123593	1.253812
33	45	142	3.116983	1.514839
93	105	175	2.76367	1.210284
27	151	9	3.220395	1.60398
97	25	134	2.139114	1.281383
53	125	173	3.057189	1.463297
73	191	3	2.160796	1.318688
53	125	143	2.973133	1.39084
93	125	198	2.784656	1.228373
43	85	7	2.162526	1.321739
113	5	108	3.182039	1.570918
33	45	188	3.227955	1.610497
143	51	5	2.202814	1.388356
123	45	196	2.760971	1.207957
27	5	165	3.160379	1.552247
43	85	127	3.080667	1.483535
93	125	146	2.159826	1.316931
7	75	10	3.036303	1.445294
83	65	178	3.096784	1.497427
53	125	196	2.655889	1.117376
133	125	22	3.034857	1.444047
27	5	100	3.362385	1.726376
113	5	147	2.176395	1.344658
107	131	188	3.210586	1.595525
87	85	175	2.715378	1.168656
27	5	159	3.086619	1.488666
93	105	196	2.715378	1.168656
53	5	175	3.233255	1.615066
107	111	135	2.901827	1.329375
143	65	8	2.191601	1.36969
107	131	123	2.655234	1.116811
87	85	107	2.144617	1.264868
93	5	176	2.155693	1.283907
107	85	197	2.864916	1.297557
93	105	171	3.024024	1.434709
83	45	174	3.052185	1.458983
83	65	147	3.261376	1.639306
53	125	90	3.096784	1.497427
77	25	180	2.162978	1.296367
27	5	10	2.211395	1.402579
33	45	186	3.094582	1.49553
27	151	18	2.138519	1.280319
127	85	108	3.162615	1.554174
83	65	195	3.162615	1.554174
107	171	111	2.182996	1.355595
127	85	14	3.164852	1.556102
83	65	155	2.979549	1.396371
73	91	101	3.257565	1.636021
97	25	116	3.110016	1.508834
33	45	21	2.145901	1.293116
33	45	152	2.214941	1.4087
53	125	159	2.908129	1.334807
93	5	105	3.189533	1.577378
93	5	98	2.194297	1.374148
127	165	119	2.153793	1.280742
77	111	117	2.150069	1.274347
107	131	168	2.17397	1.340909
107	111	83	3.140311	1.534948
43	85	187	2.121046	1.249096
43	85	199	2.876022	1.307131
107	171	141	2.906027	1.332995
143	15	12	2.149205	1.298858
93	125	187	2.973133	1.39084
53	125	124	2.191601	1.36969
83	45	189	2.183229	1.356005
113	5	101	3.212093	1.596824
143	15	15	2.970284	1.388385
103	45	105	2.714712	1.168082
57	25	148	2.978835	1.395756
103	45	147	2.180108	1.350661
83	65	106	3.069714	1.474094
53	5	138	2.948987	1.370026
53	125	25	3.391326	1.751323
107	171	126	2.919358	1.344487
83	65	87	3.353038	1.718319
107	171	146	3.070444	1.474722
113	5	149	3.275121	1.651154
107	111	160	3.08158	1.484322
127	85	177	2.139948	1.2829
33	45	13	3.176801	1.566402
97	25	162	2.171349	1.336291
83	65	189	2.831098	1.268407
127	85	102	3.360047	1.72436
33	45	146	2.130222	1.265692
37	191	12	3.193285	1.580612
103	45	198	3.262901	1.640621
73	5	116	3.097518	1.49806
57	25	92	3.246153	1.626184
93	125	150	2.880891	1.311328
107	85	151	2.231371	1.435829
87	85	84	3.367847	1.731084
87	85	91	3.400752	1.759448
27	95	3	2.204815	1.39151
83	45	140	3.178297	1.567692
77	25	101	3.396822	1.756061
107	111	113	2.155605	1.283756
27	5	11	2.171666	1.336859
83	65	98	2.165949	1.327133
83	65	101	3.191784	1.579318
107	85	91	2.232688	1.437835
83	65	191	3.047169	1.454659
107	171	181	3.23174	1.61376
93	5	136	3.192534	1.579965
97	25	99	3.389757	1.749971
53	125	166	2.858682	1.292184
7	191	10	2.956073	1.376135
73	5	180	3.261376	1.639306
87	85	146	2.157512	1.287056
103	45	100	2.932734	1.356017
93	125	144	2.178089	1.347354
123	45	110	3.042095	1.450286
43	85	80	3.033651	1.443007
63	45	116	2.177832	1.34694
53	125	14	2.193234	1.372367
93	105	190	2.984546	1.400678
127	85	179	2.15571	1.309858
127	165	103	3.158145	1.550321
77	111	182	2.826291	1.264263
33	45	100	2.161126	1.29343
43	85	5	3.281244	1.656432
83	165	167	2.160022	1.317282
67	71	160	2.156483	1.285258
33	45	125	2.163978	1.297994
143	15	19	2.849005	1.283843
73	5	122	3.082299	1.484942
93	5	124	3.296587	1.669658
83	65	137	3.271299	1.64786
63	45	190	2.161126	1.29343
83	165	170	2.204967	1.391752
93	125	120	2.876717	1.30773
93	125	111	2.121629	1.250147
83	65	88	3.248433	1.62815
127	85	188	2.91374	1.339644
127	165	140	3.275121	1.651154
123	45	101	2.884373	1.314329
93	125	91	2.174653	1.341952
43	85	160	2.155782	1.284057
53	5	191	2.182409	1.35457
67	71	186	2.120824	1.248701
53	125	180	2.155693	1.283907
133	125	2	2.878108	1.308929
93	5	142	2.982056	1.398533
103	45	197	3.304279	1.676288
107	171	100	2.165249	1.300102
63	45	194	2.924281	1.34873
83	45	113	2.168853	1.306386
67	71	174	3.0479	1.45529
107	171	176	3.18129	1.570272
43	85	152	2.164764	1.299292
7	191	7	2.15571	1.309858
107	191	15	2.118535	1.244738
73	5	113	2.164176	1.298318
87	85	123	2.934145	1.357233
83	65	109	3.009624	1.422296
33	45	22	2.153737	1.306653
77	25	177	3.16514	1.556351
97	25	112	3.253758	1.632739
73	91	102	3.213601	1.598124
53	5	153	2.978122	1.395141
103	65	89	3.211339	1.596175
113	5	152	3.090223	1.491772
57	25	197	3.222661	1.605934
143	51	20	2.164385	1.324633
123	45	140	3.260614	1.638649
103	45	111	3.06607	1.470952
7	165	21	2.977409	1.394526
83	65	185	2.920061	1.345093
93	5	117	3.052899	1.459599
93	125	106	2.128957	1.26343
107	131	89	3.327432	1.696246
133	125	111	2.885069	1.31493
53	5	151	2.886463	1.316131
53	5	126	2.160389	1.292284
93	125	104	2.157089	1.312164
77	25	104	3.332077	1.70025
73	5	177	3.251475	1.630772
123	45	170	2.81738	1.256582
93	5	128	3.269771	1.646542
107	85	114	3.138087	1.533031
53	5	125	2.146629	1.268231
107	111	118	2.901827	1.329375
83	165	136	2.79145	1.23423
73	91	189	2.633667	1.098221
97	25	197	3.207572	1.592927
97	25	103	3.344487	1.710948
143	51	17	2.143179	1.288654
33	45	20	2.136226	1.276352
127	85	120	3.158889	1.550963
63	45	183	2.998141	1.412397
43	85	177	3.08806	1.489908
103	65	165	2.895534	1.323951
63	45	138	2.133425	1.271743
7	165	5	2.19917	1.382774
113	5	148	3.042095	1.450286
77	25	183	2.16368	1.297506
27	5	168	3.216619	1.600726
33	45	90	2.178499	1.322308
27	151	1	3.34604	1.712287
83	165	144	3.071173	1.475351
67	71	95	2.167229	1.303493
73	91	137	2.198092	1.380791
93	105	136	3.006712	1.419786
67	71	96	3.117709	1.515465
93	125	114	2.88298	1.313128
67	71	192	2.139866	1.282749
93	125	143	2.185272	1.359684
107	85	115	3.118122	1.515822
127	85	125	2.850386	1.285033
83	165	103	2.142554	1.287658
